OBJECTID;Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Auteur du chantier;Date de création;Dernier éditeur;Date dernière MAJ;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
2017;CP000229;;75014;2;2;CPCU;INSPECTION_SONDAGE_RESEAU;;Rue Raymond Losserand;entre n°210 et 186;2017-03-20T03:00:00+01:00;2017-09-07T06:00:00+02:00;SENS_UNIQUE;Neutralisation restreinte mais maintenue sauf du 06/06/17 au 07/09/17 : la rue R. Losserand sera mise en sens unique depuis Paturle vers M. Rouvier;1;2;;Esri_Anonymous;2017-03-02T16:22:19+01:00;Esri_Anonymous;2017-03-20T14:28:52+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.306583953030665, 48.828337992600154], [2.307211724075278, 48.828628373284005], [2.30745009507211, 48.8287267230244], [2.307611331137215, 48.8287984502376], [2.307648254294176, 48.82879985387405], [2.308314564967573, 48.82910651457068], [2.308413666628733, 48.82917550063917], [2.308285990112319, 48.82929076845771], [2.308312806910466, 48.82930698553794], [2.308377495642718, 48.82925322432437], [2.308436581500371, 48.8292821212367], [2.308257920216519, 48.82943695189055], [2.30829282211594, 48.82945500100048], [2.308544414749662, 48.8292363422557], [2.308913357264231, 48.82940921166148], [2.308964396502063, 48.82936548386205], [2.308830976670309, 48.8293022475235], [2.308511273310259, 48.829153459176894], [2.3084022845039582, 48.82908263074882], [2.307802266848074, 48.82880490949665], [2.307783582786809, 48.82878695409992], [2.307779346858761, 48.828766702573525], [2.307803017192072, 48.828748397832726], [2.30811658863402, 48.82868001408682], [2.308077465698071, 48.82864052450068], [2.307649154909416, 48.828732039698004], [2.306651542537537, 48.8282693751693], [2.306583953030665, 48.828337992600154]]]}";48.828833375, 2.3077687648
1329;CP000180;;75004;1;2;EVESA;ENTRETIEN_RESEAU;Maintenance des illuminations;Pont au Change;;2017-02-20T05:00:00+01:00;2017-03-31T10:00:00+02:00;RESTREINTE;Voie bus neutralisée;2;2;;Esri_Anonymous;2017-01-17T15:55:44+01:00;Esri_Anonymous;2017-02-20T16:21:16+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.34718991022193, 48.856965027173764], [2.346731612154389, 48.85620828838798], [2.346347729965613, 48.8563296622667], [2.346806225409812, 48.85707029885849], [2.34718991022193, 48.856965027173764]]]}";48.8566417633, 2.34676860217
1441;CP000191;;75013;8;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;Campagne d'inspection;Rue Jeanne d'Arc;entre le Bd de l'Hôpital et la rue;2017-03-06T05:00:00+01:00;2017-04-28T10:00:00+02:00;SENS_UNIQUE;du Bd de l'Hôpital au Bd St Marcel;1;2;;Esri_Anonymous;2017-01-25T16:15:23+01:00;Esri_Anonymous;2017-03-06T14:12:35+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.358209782572779, 48.83747766184095], [2.359014754606207, 48.8368745911786], [2.358972717228331, 48.836848785222536], [2.358175781863109, 48.83745784804562], [2.358209782572779, 48.83747766184095]]]}";48.8371528972, 2.35860887951
305;CP000021;;75013;8;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Création d'une piste cyclable;Rue Ferdinand Widal;entre l'Av de la Porte d'Italie et le Bd Massena;2017-02-06T05:00:00+01:00;2017-03-17T05:00:00+01:00;RESTREINTE;rue Léon Bollé fermée du 13/02 au 23/02 depuis Paul Enfert;2;3;;Esri_Anonymous;2016-12-14T16:15:03+01:00;Esri_Anonymous;2017-02-15T16:38:35+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.361070389442311, 48.81902595583271], [2.360169537610883, 48.81757703466921], [2.360120501871018, 48.8175982459004], [2.361029711873623, 48.81902842311672], [2.361070389442311, 48.81902595583271]]]}";48.8182612039, 2.36056852573
659;CP000068;;75001;1;3;GENERE;REHABILITATION_IMMEUBLE;;15 rue Richelieu;;2015-12-13T02:00:00+01:00;2017-03-20T02:00:00+01:00;RESTREINTE;Reste 4m de circulation - Renvoi des piétons sur trottoir d'en face;2;2;;Esri_Anonymous;2016-12-22T11:15:28+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.335996444035086, 48.86416748091637], [2.336067789761864, 48.864299940370664], [2.33606869209347, 48.864299945376395], [2.336122999258394, 48.864283589839914], [2.336056168556668, 48.86415056009774], [2.335996444035086, 48.86416748091637]]]}";48.8642246543, 2.33606043066
625;CP000062;;75001;1;2;Climespace;CREATION_RESEAUX;Création de réseau;Quais des Tuileries et F. Mitterrand;;2016-04-04T08:00:00+02:00;2017-04-07T04:00:00+02:00;RESTREINTE;Maintien de 2 files + voie bus ouverte aux vélos;2;2;;Esri_Anonymous;2016-12-22T10:35:37+01:00;Esri_Anonymous;2017-03-21T17:26:04+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.324420167953269, 48.86276860517064], [2.321461571475642, 48.86378525029295], [2.321395540465447, 48.86385734628332], [2.325694169297671, 48.86244606823195], [2.32784911210933, 48.86174314080662], [2.32892481213722, 48.86138748902676], [2.330000375086537, 48.86104134459652], [2.329955542707657, 48.86097989643858], [2.329951508823352, 48.86097718929385], [2.3293255088873153, 48.86119239102033], [2.329025492069728, 48.86124543829996], [2.327169374055921, 48.86185131618998], [2.324420167953269, 48.86276860517064]]]}";48.8622953597, 2.32601270574
449;CP000031;;75020;7;3;Icade promotion;REHABILITATION_IMMEUBLE;Démolition et construction d'immeuble;Rue de Bagnolet;N°130;2016-12-05T04:00:00+01:00;2018-04-01T08:00:00+02:00;RESTREINTE;Neutralisation du stationnement;2;2;;Esri_Anonymous;2016-12-15T17:59:09+01:00;Esri_Anonymous;2017-02-13T15:56:56+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.404898823367382, 48.860846712528975], [2.40505773567072, 48.860984325090854], [2.405101675666632, 48.86096787690421], [2.404942314690459, 48.86082789239915], [2.404765671681705, 48.8606640169886], [2.404725746024595, 48.86068642428602], [2.404898823367382, 48.860846712528975]]]}";48.8608254003, 2.40490997463
386;CP000026;;75009;1;2;CPCU;INSPECTION_SONDAGE_RESEAU;;Rue de Clichy;du n°3 au n°29;2017-01-16T04:00:00+01:00;2017-03-24T04:00:00+01:00;RESTREINTE;Neutralisation du stationnement, ouverture du couloir bus à la circulation générale;2;2;;Esri_Anonymous;2016-12-15T16:32:54+01:00;CHANTIERP;2017-02-13T11:41:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3307581713928203, 48.87683874989518], [2.330647033948698, 48.877065370220855], [2.330528435862711, 48.87731098493327], [2.330393527717795, 48.87756245735991], [2.330246085052556, 48.87780672142851], [2.330076460119494, 48.87809250128523], [2.33002681203678, 48.87816598786038], [2.3300249929527572, 48.8781671675011], [2.329632343123022, 48.878822900775056], [2.329682739664927, 48.87883151081387], [2.33012855268692, 48.8781094493853], [2.330497391697037, 48.87748094596578], [2.330793679109617, 48.876882969130534], [2.3307581713928203, 48.87683874989518]]]}";48.8778636653, 2.33023044277
674;CP000074;;75009;1;1;SAP;TRAVAUX_OUVRAGE;Réhabilitation collecteur;Rue Jules Lefebvre;;2016-05-17T06:00:00+02:00;2017-09-19T06:00:00+02:00;SENS_UNIQUE;depuis Amsterdam vers Clichy;1;2;;Esri_Anonymous;2016-12-22T12:05:59+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.327153582126662, 48.88050153391963], [2.328613776286411, 48.880575167147015], [2.328603658620387, 48.88052038233943], [2.3271867572382128, 48.880446991387494], [2.327153582126662, 48.88050153391963]]]}";48.8805109361, 2.32788514061
369;CP000024;;75018;5;1;Eau de Paris;ENTRETIEN_RESEAU;Remplacement de canalisations;Place de la Chapelle;;2017-01-23T05:00:00+01:00;2017-11-10T07:00:00+01:00;RESTREINTE;Une voie neutralisée selon les phases;2;2;;Esri_Anonymous;2016-12-15T10:24:44+01:00;Esri_Anonymous;2017-02-13T15:38:08+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.359130060411904, 48.884450465633066], [2.359326684386002, 48.88445151793601], [2.359327514937883, 48.884237369918324], [2.359130906413999, 48.88423512788398], [2.359130060411904, 48.884450465633066]]]}";48.8843436206, 2.35922870075
1761;CP000214;;75002;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Création piste vélos bidirectionnelle;Rue de Turbigo;entre le boulevard de Sébastopol et la rue Etienne Marcel;2017-04-10T06:00:00+02:00;2017-05-19T06:00:00+02:00;RESTREINTE;Maintien de deux files de circulation;2;1;;Esri_Anonymous;2017-02-09T17:02:48+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.351348018131758, 48.86432956782053], [2.3511464680081122, 48.86417272849674], [2.3510156986734803, 48.8642149838647], [2.349522169953893, 48.863873899317014], [2.3494808691010283, 48.86392201015662], [2.351348018131758, 48.86432956782053]]]}";48.8641005889, 2.35042780736
1601;CP000202;;75018;5;1;Ville de Paris;TRAVAUX_TRAMWAY;;Tramway T3N;;2014-02-01T07:00:00+01:00;2018-12-31T02:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2017-02-01T17:13:36+01:00;Esri_Anonymous;2017-02-15T14:35:38+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.344212157691451, 48.898132016855556], [2.344479953512403, 48.89778727333588], [2.34417885096154, 48.897767778777514], [2.342795139504543, 48.897742347378816], [2.3424755001414193, 48.89776200835593], [2.340660986792484, 48.89769968391781], [2.337605497419886, 48.897633218381635], [2.337310629075295, 48.897974823875956], [2.344212157691451, 48.898132016855556]]]}";48.8978820879, 2.34091411674
769;CP000092;;75002;1;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Rue Montmartre / bd Poissonnière;;2016-10-10T08:00:00+02:00;2017-02-24T04:00:00+01:00;RESTREINTE;Modification de la circulation selon les phases;2;4;;Esri_Anonymous;2016-12-22T15:42:56+01:00;Esri_Anonymous;2017-02-27T16:52:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.342910470672812, 48.87143747370531], [2.343201319311232, 48.87139980750547], [2.343189144514772, 48.871364048592746], [2.342895538913545, 48.87140586267323], [2.342896433858643, 48.871406462949324], [2.342910470672812, 48.87143747370531]]]}";48.871401392, 2.34305182882
812;CP000118;;75014;2;3;NEXITY;CONSTRUCTION_IMMEUBLE;;115 ave du Général Leclerc;;2014-07-15T06:00:00+02:00;2017-03-31T06:00:00+02:00;RESTREINTE;Neutralisation du couloir de bus;2;2;;Esri_Anonymous;2016-12-22T17:28:43+01:00;Esri_Anonymous;2017-02-13T14:56:11+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.325931289547322, 48.823891107125235], [2.325858740730382, 48.82392758263155], [2.32581827088336, 48.82399160348561], [2.325857835191232, 48.82413698374761], [2.325899245619356, 48.8241395960477], [2.325920636436945, 48.82415756392014], [2.325962046872935, 48.82416017709777], [2.326043388814586, 48.824140408505514], [2.325931289547322, 48.823891107125235]]]}";48.8240421081, 2.32592082899
161;CP000010;;75008;5;2;GrDF - Orange;TRAVAUX_PREPARATOIRES;Travaux préparatoires pour Eole;Av de Messine;entre n°6 et 12;2017-02-06T04:00:00+01:00;2017-03-24T04:00:00+01:00;RESTREINTE;Stationnement neutralisé;2;2;;Esri_Anonymous;2016-12-06T15:56:34+01:00;CHANTIERP;2017-02-13T11:44:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.314401567684789, 48.87587311156037], [2.314759956325311, 48.87571486809461], [2.315252540029586, 48.875566266821906], [2.315178893201492, 48.87547986148904], [2.314689908074305, 48.87563064867743], [2.314322048251375, 48.87579726090455], [2.314328555699742, 48.87580162939622], [2.314401567684789, 48.87587311156037]]]}";48.875665808, 2.3147842596
337;CP000023;;75006;2;3;Fondation Cognac Jay;REHABILITATION_IMMEUBLE;;94 Bd Raspail;;2016-12-12T04:00:00+01:00;2018-05-31T08:00:00+02:00;RESTREINTE;Voie de bus neutralisée;2;2;;Esri_Anonymous;2016-12-14T17:17:55+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.328109135848055, 48.84639437239107], [2.328193091709498, 48.846403315851205], [2.328239339566133, 48.84624176507203], [2.328154483301673, 48.84623281658519], [2.328109135848055, 48.84639437239107]]]}";48.8463179282, 2.32817405601
798;CP000114;;75013;8;3;SEMAPA;CREATION_ENTRETIEN_OUVRAGE_ART;Couvertures des voies SNCF;Bd V. Auriol / av de France;;2016-03-01T03:00:00+01:00;2017-03-15T03:00:00+01:00;RESTREINTE;Réduction des files de circulation - Passage en lice sur la chaussée;2;2;;Esri_Anonymous;2016-12-22T17:19:53+01:00;CHANTIERP;2017-02-13T11:40:23+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.370995569767297, 48.83583195465109], [2.370910047657165, 48.83589932339036], [2.371452991749956, 48.836161551279574], [2.371536696901699, 48.836095363383244], [2.371441752667845, 48.836047272745446], [2.371183683183538, 48.83592574752918], [2.370995569767297, 48.83583195465109]]]}";48.8359972981, 2.37122402917
836;CP000129;;75008;5;2;RATP L14;TRAVAUX_OUVRAGE;Prolongement L14 : tunnel;49-51 + 46 rue de Londres;;2015-07-27T04:00:00+02:00;2017-12-31T02:00:00+01:00;RESTREINTE;Reste une file de circulation;2;2;;Esri_Anonymous;2016-12-22T18:00:29+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.325058777052329, 48.87838707060585], [2.323732824921036, 48.878815630673714], [2.323731922339137, 48.87881562557503], [2.323785392584217, 48.87886530205016], [2.325094287325118, 48.878430697044095], [2.325058777052329, 48.87838707060585]]]}";48.8786315552, 2.3243967069
865;CP000131;;75008;5;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Champs Elysées Clémenceau;;2016-07-25T04:00:00+02:00;2017-11-30T02:00:00+01:00;RESTREINTE;Modification de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T18:31:44+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.312624525243593, 48.867399341760745], [2.312942129640073, 48.867379692579355], [2.313254710923913, 48.8674324848464], [2.313570829896827, 48.86752555760422], [2.313731226851429, 48.8677036278631], [2.313743466255788, 48.86770101439279], [2.314752667423674, 48.86737665121823], [2.314480655354676, 48.86702347617477], [2.31407387015098, 48.86701846192217], [2.313805793777389, 48.86698471607787], [2.313726977123066, 48.86709967999626], [2.313665176893243, 48.86715837580414], [2.313236350620587, 48.86728206907038], [2.313093963899531, 48.86728125197231], [2.313077761837152, 48.8672757907868], [2.312617380436468, 48.86732414595888], [2.312624525243593, 48.867399341760745]]]}";48.8673209897, 2.31390194157
498;CP000037;;75013;8;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;Bd Blanqui;au croisement de la rue de la Glacière;2017-01-02T05:00:00+01:00;2017-02-17T05:00:00+01:00;RESTREINTE;Maintien de 2 voies restreintes;2;4;;Esri_Anonymous;2016-12-20T14:43:26+01:00;Esri_Anonymous;2017-03-03T16:08:33+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.343377201588642, 48.830997529381385], [2.344593346983216, 48.83067658463865], [2.344577685018335, 48.83062816201847], [2.343353271852779, 48.83095980332474], [2.343377201588642, 48.830997529381385]]]}";48.8308107148, 2.34399320143
545;CP000043;;75008;5;3;Dumez;REHABILITATION_IMMEUBLE;;5-7 rue de Bucarest;;2015-04-20T08:00:00+02:00;2017-02-28T04:00:00+01:00;RESTREINTE;Reste 1 file de circulation (stationnement neutralisé);2;4;;Esri_Anonymous;2016-12-21T14:46:46+01:00;Esri_Anonymous;2017-03-06T16:39:39+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.326277758267374, 48.880646842170876], [2.326268386317097, 48.88067415436684], [2.326457449096796, 48.88070079704258], [2.326465904303126, 48.88067467039373], [2.326277758267374, 48.880646842170876]]]}";48.8806740151, 2.32636663293
497;CP000036;;75013;8;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;Rue de la Glacière;entre la rue Léon-Maurice Nordmann et le bd Blanqui;2017-01-16T05:00:00+01:00;2017-04-07T04:00:00+02:00;SENS_UNIQUE;depuis le Bd Blanqui vers le Bd Arago;1;2;;Esri_Anonymous;2016-12-20T14:37:00+01:00;Esri_Anonymous;2017-03-13T11:56:52+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.344260405823672, 48.83127628341492], [2.344639785135333, 48.833453511519764], [2.344745605529937, 48.83344872115516], [2.344349885825998, 48.831276773976214], [2.344260405823672, 48.83127628341492]]]}";48.832395768, 2.34450459541
816;CP000123;;75008;5;2;EOLE;TRAVAUX_PREPARATOIRES;Rabattement de nappe;Rue de l'Arcade / rue de Rome;;2016-07-18T06:00:00+02:00;2017-03-31T06:00:00+02:00;RESTREINTE;Neutralisation d'une file de circulation;2;2;;Esri_Anonymous;2016-12-22T17:48:27+01:00;CHANTIERP;2017-02-13T11:44:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.324672164219249, 48.87458511773482], [2.324628910093392, 48.874582494952], [2.324606016772565, 48.87481793687007], [2.324704125124595, 48.874832767376645], [2.324755981099256, 48.874797961398635], [2.324744551025572, 48.874775292036325], [2.324676285953908, 48.87475408633685], [2.324692826020337, 48.87473038493479], [2.324661188159346, 48.8746665539254], [2.324672164219249, 48.87458511773482]]]}";48.8747353495, 2.32466058549
673;CP000072;;75002;1;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Rue Faubourg Montmartre / bd Poissonnière;;2016-10-10T08:00:00+02:00;2017-02-24T04:00:00+01:00;RESTREINTE;Modification de la circulation selon les phases;2;4;;Esri_Anonymous;2016-12-22T11:50:24+01:00;Esri_Anonymous;2017-02-27T16:52:09+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.342984550681861, 48.871641328124596], [2.343194275907273, 48.8716008378791], [2.343255967658523, 48.87157143251161], [2.343239382099375, 48.87152791508636], [2.34295919652833, 48.87157813174087], [2.342984550681861, 48.871641328124596]]]}";48.871583919, 2.34310570662
755;CP000091;;75002;1;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;16 bd Poissonnière;;2016-11-07T04:00:00+01:00;2017-03-31T04:00:00+02:00;RESTREINTE;Modification de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T15:31:24+01:00;Esri_Anonymous;2017-03-07T17:09:10+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.345506364356983, 48.87103349748645], [2.345780174460379, 48.87098799843687], [2.345754883110277, 48.87091944919619], [2.345479286125518, 48.87096374859091], [2.345506364356983, 48.87103349748645]]]}";48.8709762231, 2.34562970199
241;CP000017;;75001;1;2;RATP;TRAVAUX_OUVRAGE;Création sortie supplémentaire pour la station Pyramide (L14);Avenue de l'Opéra;entre les n°15 et 27;2017-01-26T02:00:00+01:00;2017-08-31T18:00:00+02:00;RESTREINTE;1 file neutralisée dans chaque sens;2;2;;Esri_Anonymous;2016-12-12T15:58:35+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.333714247186874, 48.867019634773605], [2.333722383587123, 48.867019680067955], [2.333795508223173, 48.86702813895013], [2.33426719521326, 48.865953364610284], [2.334171881248125, 48.86593260812093], [2.333714247186874, 48.867019634773605]]]}";48.8664648471, 2.33399513537
800;CP000120;;75015;3;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Av Emile Zola;entre les rues H Duchêne et Fondary;2016-06-07T08:00:00+02:00;2017-07-01T06:00:00+02:00;SENS_UNIQUE;depuis rue H Duchêne vers rue Fondary et mise en impasse de la rue de Tournus;1;2;;Esri_Anonymous;2016-12-22T17:41:48+01:00;Esri_Anonymous;2017-02-13T15:00:30+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.295499958642441, 48.8471145047614], [2.29562822706671, 48.84694848277155], [2.293737603622833, 48.846857062152516], [2.293474978140485, 48.84700717317012], [2.295499958642441, 48.8471145047614]]]}";48.846983229, 2.29459281551
849;CP000130;;75008;5;3;Bouygues;REHABILITATION_IMMEUBLE;;52 av des Champs Elysées / 109 rue de la Boëtie;;2016-10-03T06:00:00+02:00;2018-10-31T03:00:00+01:00;RESTREINTE;Rue de la Boétie : neutralisation stationnementav des Champs Elysées : neutralisation d'une file de circulation lors de l'installation du chantier;2;2;;Esri_Anonymous;2016-12-22T18:26:01+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.306745144603582, 48.871120112735554], [2.306753007900253, 48.8710713778705], [2.306023074363039, 48.87076256993577], [2.3059693044364282, 48.870737272594305], [2.305951983948009, 48.87068363330478], [2.306100734296964, 48.87061905944944], [2.306285442238857, 48.87056302084053], [2.306817969078137, 48.87039121142909], [2.3068197884159822, 48.87039003213271], [2.306730030289276, 48.870358578438804], [2.305847924554377, 48.87064257827129], [2.3057801680248042, 48.8707195199197], [2.306667756599583, 48.8711077670774], [2.306745144603582, 48.871120112735554]]]}";48.8707236607, 2.30628442066
644;CP000070;;75001;1;3;Hôtel Coste;REHABILITATION_IMMEUBLE;;Rue Castiglione / rue Mont Thabor;;2014-10-06T04:00:00+02:00;2017-12-31T02:00:00+01:00;RESTREINTE;Neutralisation du stationnement;2;2;;Esri_Anonymous;2016-12-22T11:25:56+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.328317681837961, 48.86659632213722], [2.328424042337092, 48.86655128890636], [2.327918204882802, 48.86602505013225], [2.327807706963497, 48.86607542698998], [2.327807637699506, 48.86608079479604], [2.328317681837961, 48.86659632213722]]]}";48.8663083894, 2.32811210005
754;CP000089;;75006;2;2;GrDF;RACCORDEMENT_RESEAU;;19 bd du Montparnasse;;2016-07-25T06:00:00+02:00;2017-01-13T03:00:00+01:00;RESTREINTE;Maintien d'une file de 5m côté impair;2;4;;Esri_Anonymous;2016-12-22T15:19:42+01:00;CHANTIERP;2017-02-13T11:42:38+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.319061981224483, 48.84570466412003], [2.319129102757918, 48.845672326411155], [2.319092539031804, 48.845642373674615], [2.3190253942003682, 48.84567649556771], [2.319061981224483, 48.84570466412003]]]}";48.8456738104, 2.3190774011
724;CP000083;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T14:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:46:09+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3548433378381732, 48.85413472503714], [2.355230129940227, 48.85398451887339], [2.355312533228151, 48.85395462410487], [2.3555361552381893, 48.8538773035298], [2.3557316110378332, 48.85381767764369], [2.355962368701486, 48.85374634391092], [2.356684319492538, 48.85353785345], [2.356879882833513, 48.853469302879034], [2.357218375017936, 48.85336047340053], [2.357554228103353, 48.85324627404153], [2.357509751887811, 48.853197849674494], [2.357239043691266, 48.8532927677923], [2.356661742032051, 48.85346813021334], [2.355795813022485, 48.853728790396815], [2.355522468793135, 48.85381774120457], [2.355224680147816, 48.85391488857572], [2.354964736212174, 48.85401342816587], [2.354792583204119, 48.85408388614944], [2.3548433378381732, 48.85413472503714]]]}";48.8536609014, 2.35615359653
794;CP000110;;75006;2;3;Hôtel des Monnaies;REHABILITATION_IMMEUBLE;;Rue Guénégaud;;2015-10-19T04:00:00+02:00;2017-12-31T02:00:00+01:00;RESTREINTE;Maintien d'une file de circulation;2;2;;Esri_Anonymous;2016-12-22T17:08:42+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.339568552319292, 48.85628890610612], [2.3395876101975652, 48.85627889806852], [2.339604047148821, 48.856262331873495], [2.3392637727567642, 48.85608079784908], [2.339230912467368, 48.856112740380595], [2.339563991302299, 48.85629304493551], [2.33957032381879, 48.85629129557038], [2.339570353979904, 48.85628891604981], [2.339568552319292, 48.85628890610612]]]}";48.8561883557, 2.33941790444
1665;CP000207;;75019;6;2;RATP;SONDAGES_INJECTIONS;Sondages reconnaissance réseaux pour travaux L11;Rue du Jourdain;n°10 (angle rue Belleville);2017-02-20T03:00:00+01:00;2017-03-31T06:00:00+02:00;SENS_UNIQUE;Chaussée réduite sur rue de Belleville - Mise en sens unique de Jourdain depuis Belleville vers Pyrénées du 20 au 28/02;2;2;;Esri_Anonymous;2017-02-06T12:32:59+01:00;CHANTIERP;2017-03-15T15:02:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.389559069963542, 48.875212055506765], [2.389592805615953, 48.87518069963056], [2.389538668073438, 48.875106064034405], [2.389376672270236, 48.87500054017726], [2.389301742047577, 48.87508403510837], [2.389559069963542, 48.875212055506765]]]}";48.8751067157, 2.38944872164
1681;CP000209;;75001;1;2;CPCU;TRAVAUX_URGENCE;Fuite sur retour d'eau;Place Maurice Barrès;face au 380/382 rue St Honoré;2017-02-06T03:00:00+01:00;2017-03-24T02:00:00+01:00;RESTREINTE;Maintien de 3,2m de circulaiton - Pontage en dehors des heures de travaux;2;2;;Esri_Anonymous;2017-02-06T14:49:06+01:00;Esri_Anonymous;2017-03-15T16:40:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.326091988221944, 48.86744059712215], [2.326047444483586, 48.86739870484124], [2.325897215791943, 48.86744069012006], [2.325939039619298, 48.867483756970984], [2.326091988221944, 48.86744059712215]]]}";48.867441035, 2.3259938993
1027;CP000159;;75008;5;2;RATP;TRAVAUX_OUVRAGE;Réhabilitation d'édicule de vie bus;64 av Hoche;;2017-01-16T03:00:00+01:00;2017-06-30T06:00:00+02:00;RESTREINTE;Neutralisation d'une file;2;2;;Esri_Anonymous;2016-12-26T17:36:32+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.29702260400502, 48.874647938642696], [2.296932091538315, 48.87473901852319], [2.29708009739747, 48.874798185752084], [2.297167847350833, 48.874711254397695], [2.297162477898005, 48.874708247848794], [2.29702260400502, 48.874647938642696]]]}";48.8747237449, 2.29705037229
