OBJECTID;Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Auteur du chantier;Date de création;Dernier éditeur;Date dernière MAJ;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
937;CP000148;;75011;7;2;RATP HTA;ENTRETIEN_RESEAU;Prolongement L14 : réseau HTA;Rue du Chemin vert;Entre Parmentier et R. Lenoir;2016-10-24T08:00:00+02:00;2017-02-10T04:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;4;;Esri_Anonymous;2016-12-23T15:47:15+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.378419739111786, 48.86028370656494], [2.378439877764337, 48.860258231072734], [2.377506600090673, 48.85996783681267], [2.376564606605701, 48.85967529066363], [2.374017856943322, 48.85884792676538], [2.373101043244922, 48.85854211665975], [2.371950905382691, 48.85814762783988], [2.371932603328541, 48.85817013689683], [2.372953362616337, 48.8585276602368], [2.37352718055859, 48.858716863858255], [2.374192586188869, 48.858937477620124], [2.374662231195928, 48.859093412614975], [2.375228027981062, 48.85927602235589], [2.378419739111786, 48.86028370656494]]]}";48.8591921274, 2.37505276398
1169;CP000171;;75012;8;1;Ville de Paris;ENTRETIEN_RESEAU;Mise aux normes du carrefour;Av Daumesnil;à l'angle de la route de la Tourelle;2017-03-13T03:00:00+01:00;2017-03-31T06:00:00+02:00;RESTREINTE;Une voie neutralisée dans chaque sens;2;2;;Esri_Anonymous;2017-01-09T14:39:28+01:00;Esri_Anonymous;2017-03-13T17:51:36+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.429605148179665, 48.839421795290654], [2.430210833992026, 48.8395805424374], [2.430379212333933, 48.83934695812799], [2.429746570106301, 48.83918094417986], [2.429605148179665, 48.839421795290654]]]}";48.8393816862, 2.4299859688
1889;CP000223;;75018;5;2;Eau de Paris;ENTRETIEN_RESEAU;renouvellement des conduites;boulevard  Ornano;du n°66au n°70;2017-09-04T04:00:00+02:00;2018-01-26T02:00:00+01:00;RESTREINTE;Neutralisation du couloir de bus, il reste deux files de circulation .;2;1;;Esri_Anonymous;2017-02-27T16:11:51+01:00;Esri_Anonymous;2017-02-27T16:11:51+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.346030205016477, 48.896147943037626], [2.345936380945606, 48.896163535659085], [2.345622200353259, 48.896545634436], [2.345703273304172, 48.89657291758614], [2.346042214859477, 48.89616411363377], [2.346026066416063, 48.896153289374794], [2.346017891744664, 48.89615592830327], [2.346030205016477, 48.896147943037626]]]}";48.8963571022, 2.34583039862
949;CP000153;;75005;;2;CPCU;TRAVAUX_URGENCE;Réparation conduite endommagée;Quai St Bernard;Entre la Place Valhubert  et la rue Cuvier;2016-12-23T09:00:00+01:00;2017-05-05T04:00:00+02:00;RESTREINTE;Voie bus neutralisée;1;2;;Esri_Anonymous;2016-12-23T16:03:14+01:00;Esri_Anonymous;2017-03-14T15:29:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.364280319421389, 48.844683886608465], [2.3642346842184, 48.84465940545559], [2.36403938327512, 48.84478388924157], [2.363773135072866, 48.84496094071008], [2.363408808050406, 48.845198148593965], [2.36304978980373, 48.845443116290404], [2.362593640758898, 48.8457440811301], [2.362292186787403, 48.845954652293436], [2.361128985496565, 48.84673805442426], [2.361195127039945, 48.846783619244015], [2.361805790091789, 48.84636967134521], [2.362778168636168, 48.84572047655693], [2.363981955019787, 48.84490776391751], [2.364098449090771, 48.844815580073174], [2.364280319421389, 48.844683886608465]]]}";48.8457333072, 2.36268700458
1409;CP000189;;75006;2;3;Le Sénat;REHABILITATION_IMMEUBLE;;15 rue de Vaugirard;;2017-02-20T04:00:00+01:00;2017-08-31T08:00:00+02:00;RESTREINTE;Il reste une file de circulation dans chaque sens;2;2;;Esri_Anonymous;2017-01-20T16:04:19+01:00;Esri_Anonymous;2017-02-20T16:25:35+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.338030635413253, 48.84913436195853], [2.3375056073652383, 48.84916366554029], [2.337147591733365, 48.84917241913557], [2.336952315275328, 48.84917670537449], [2.33674812083741, 48.84924267743001], [2.336788379074698, 48.84927511022414], [2.337752489523468, 48.849258977517934], [2.3378017346928, 48.84922435587743], [2.338049981414028, 48.84921230937374], [2.338030635413253, 48.84913436195853]]]}";48.8492115354, 2.33741457798
1090;CP000165;;75008;5;2;ENEDIS;CREATION_RESEAUX;;Rue de Berri;du n°1 au n°35;2017-01-11T04:00:00+01:00;2017-03-31T08:00:00+02:00;RESTREINTE;Neutralisation du stationnement , reste une file;2;2;;Esri_Anonymous;2016-12-29T14:52:48+01:00;CHANTIERP;2017-02-13T11:40:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.302926563394325, 48.87166957193747], [2.302713898310156, 48.87174352109958], [2.306384048069415, 48.87369824867004], [2.306499023405431, 48.87362372717238], [2.302926563394325, 48.87166957193747]]]}";48.8726316224, 2.30453395306
1602;CP000203;;75018;5;1;Ville de Paris;TRAVAUX_TRAMWAY;;Tramway T3N;;2014-02-01T06:00:00+01:00;2018-12-31T02:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2017-02-01T17:14:40+01:00;Esri_Anonymous;2017-02-15T14:35:27+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.337311985973521, 48.897975061609834], [2.3376072270064, 48.89763364523199], [2.328946620531174, 48.897459280986425], [2.329048062724548, 48.89780072037591], [2.337311985973521, 48.897975061609834]]]}";48.8977161958, 2.33324558578
1857;CP000221;;75020;7;2;HTA RATP;ENTRETIEN_RESEAU;;Bd de Ménilmontant;;2017-03-20T03:00:00+01:00;2017-06-02T06:00:00+02:00;RESTREINTE;;2;2;;Esri_Anonymous;2017-02-23T15:19:15+01:00;Esri_Anonymous;2017-03-20T14:28:24+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.384037805563896, 48.866267067788016], [2.387253183214369, 48.86350699316182], [2.387083137600805, 48.863430934694286], [2.383908391415131, 48.86619658408749], [2.384037805563896, 48.866267067788016]]]}";48.8648041851, 2.38562413265
807;CP000103;;75010;6;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Rue La Fayette;entre Louis Blanc et Faubourg St Martin;2016-07-18T10:00:00+02:00;2017-06-20T04:00:00+02:00;RESTREINTE;Maintien d'une file dans chaque sens de circulation;2;2;;Esri_Anonymous;2016-12-22T16:54:11+01:00;Esri_Anonymous;2017-03-16T18:03:59+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.364541914119295, 48.8812289161852], [2.364464935237322, 48.88132844561218], [2.365349614901443, 48.88156156837379], [2.36542327319679, 48.88143822633977], [2.365274110114526, 48.88139222541101], [2.365238295908232, 48.88137061978946], [2.364981166044949, 48.88130263116044], [2.364541914119295, 48.8812289161852]]]}";48.8813850623, 2.36496290696
177;CP000011;;75002;1;3;NATIXIS;REAMENAGEMENT_VOIRIE;Réfection de trottoir;Rue Montmartre;entre les n° 115 et 123;2017-01-09T10:00:00+01:00;2017-03-31T20:00:00+02:00;RESTREINTE;Neutralisation d'une file;2;4;;Esri_Anonymous;2016-12-06T16:14:46+01:00;Esri_Anonymous;2017-03-09T14:37:16+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.343104982151099, 48.869068846313155], [2.343157319305991, 48.869078877909146], [2.34336626601246, 48.868630070063], [2.343166452272792, 48.86861492327609], [2.343029630132286, 48.868933240958555], [2.343165419946715, 48.8689556162883], [2.343163752757939, 48.86895777275471], [2.343104982151099, 48.869068846313155]]]}";48.8688039777, 2.3431917927
645;CP000071;;75002;1;3;Société Générale;REHABILITATION_IMMEUBLE;;132 rue de Réaumur;;2016-11-14T03:00:00+01:00;2017-03-03T03:00:00+01:00;RESTREINTE;Neutralisation d'une file de circulation. Maintien couloir bus + 2 files;2;2;;Esri_Anonymous;2016-12-22T11:36:49+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.342046866252029, 48.86858786251039], [2.342244910755364, 48.86854314571372], [2.342247630268964, 48.86854197082868], [2.342230957739949, 48.8685055916369], [2.342055567126752, 48.868541509667445], [2.342046866252029, 48.86858786251039]]]}";48.8685451535, 2.34214389856
401;CP000027;;75008;5;2;Climespace;RACCORDEMENT_RESEAU;Raccordement du 49-51 rue de la Boétie;Rue de la Boétie;n° 49-51;2017-01-16T07:00:00+01:00;2017-03-31T14:00:00+02:00;RESTREINTE;Neutralisation d'une file et du stationnement;2;2;;Esri_Anonymous;2016-12-15T16:32:56+01:00;CHANTIERP;2017-02-13T11:42:38+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.311679530027678, 48.87302801514252], [2.311619864900342, 48.87310931157495], [2.312228733511818, 48.873288845035056], [2.313262067870788, 48.87346892176711], [2.313288342613927, 48.873383423740584], [2.312280527993865, 48.87320593554549], [2.311679530027678, 48.87302801514252]]]}";48.8732668149, 2.31244593681
791;CP000107;;75019;6;2;RATP L11;TRAVAUX_PREPARATOIRES;Prolongement L11 : adaptation des stations;Porte des Lilas;;2016-07-01T06:00:00+02:00;2022-12-31T03:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T17:02:01+01:00;Esri_Anonymous;2017-02-13T15:52:55+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4082848808571162, 48.87792965150828], [2.408599130696903, 48.87749101970049], [2.408242242352423, 48.8773845777537], [2.408078962185619, 48.87742939978973], [2.407090147382166, 48.87707021114209], [2.406806262581876, 48.876985598792736], [2.406717050123695, 48.87695831619791], [2.40690825876471, 48.87660496816795], [2.40660797994695, 48.87653101117716], [2.406432982847237, 48.876532827206375], [2.406327036579281, 48.87654572254242], [2.406536270648666, 48.877110411396714], [2.406559033372864, 48.87725546289105], [2.4082848808571162, 48.87792965150828]]]}";48.8772991642, 2.40738479355
913;CP000136;;75008;5;2;RATP L14;TRAVAUX_OUVRAGE;Création puits pour accès pompiers;35 au 43 rue de St Pétersbourg;;2015-11-02T03:00:00+01:00;2017-12-31T03:00:00+01:00;SENS_UNIQUE;Mise en sens unique depuis pl Clichy vers pl Dublin;1;2;;Esri_Anonymous;2016-12-23T10:24:40+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.326104141278881, 48.88250764600117], [2.326457469719963, 48.88294508021414], [2.326492865110417, 48.88285842812435], [2.326223053863601, 48.882519022724544], [2.326104141278881, 48.88250764600117]]]}";48.8827068771, 2.32631655024
577;CP000046;;75017;5;1;Eau de Paris;ENTRETIEN_RESEAU;Renouvellement des conduites EP et ENP;Pl Général Koening;;2016-09-12T06:00:00+02:00;2017-01-27T03:00:00+01:00;RESTREINTE;Voie de bus neutralisée;2;4;;Esri_Anonymous;2016-12-21T15:51:21+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.284524915567256, 48.88081342795711], [2.285026901950198, 48.880711134199125], [2.284985452512552, 48.880642475795035], [2.284496020162378, 48.88075019907169], [2.284524915567256, 48.88081342795711]]]}";48.880728441, 2.28476292659
705;CP000078;;75001;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T14:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:38:26+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.33995277460188, 48.85882270788549], [2.340053772159676, 48.85882088523332], [2.340163967430718, 48.85880483602251], [2.340484407765419, 48.85870309263073], [2.340701415709221, 48.85865312886569], [2.342139964196971, 48.85839453769544], [2.342169428244393, 48.85834591888867], [2.342148062843534, 48.85832438609725], [2.340971521773065, 48.85853920933111], [2.340689591876142, 48.858590005753825], [2.340505113999925, 48.8586342004748], [2.340356771891276, 48.85867264490512], [2.340210127204483, 48.85871942739599], [2.3400905713768863, 48.85876278957028], [2.33995277460188, 48.85882270788549]]]}";48.8585575272, 2.34109840622
793;CP000109;;75013;8;1;Eau de Paris;ENTRETIEN_RESEAU;;Av des Gobelins;;2016-10-01T06:00:00+02:00;2017-05-31T06:00:00+02:00;RESTREINTE;Neutralisation de la voie bus;2;2;;Esri_Anonymous;2016-12-22T17:05:02+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.352501010972746, 48.83569806869643], [2.352551354806104, 48.835707860125346], [2.354535855471859, 48.83285132904036], [2.354485565585624, 48.83283737461637], [2.352552968731143, 48.83562410172331], [2.352500689999038, 48.83569758579703], [2.352501010972746, 48.83569806869643]]]}";48.8342597922, 2.35352822213
517;CP000040;;75001;1;3;SEMPARISEINE;REAMENAGEMENT_SECTEUR;Zones d'attente reportées pour chantier des Halles;Quai François Mitterand et Amiral Coligny;;2011-02-15T03:00:00+01:00;2018-12-21T03:00:00+01:00;RESTREINTE;Suppression d'une file de circulation sur le quai et neutralisation voie de bus sur Coligny;2;2;;Esri_Anonymous;2016-12-20T15:14:33+01:00;CHANTIERP;2017-02-13T11:49:04+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3402105601718652, 48.859930088108435], [2.340257472093283, 48.85992044040852], [2.339872043135374, 48.85917352094946], [2.339832282656813, 48.859187966415874], [2.3402105601718652, 48.859930088108435]]]}";48.8595588736, 2.34004613287
385;CP000025;;75018;5;1;Eau de Paris;ENTRETIEN_RESEAU;Emplacement base vie;Place de la Chapelle;au droit du Square de Jessaint;2017-01-16T04:00:00+01:00;2017-11-10T04:00:00+01:00;RESTREINTE;Une voie neutralisée;2;2;;Esri_Anonymous;2016-12-15T16:15:19+01:00;Esri_Anonymous;2017-02-13T15:39:10+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.358302614350065, 48.88482766976173], [2.358990502312212, 48.88478257502511], [2.358992716365857, 48.88474927398538], [2.358303127446334, 48.884786031843255], [2.358302614350065, 48.88482766976173]]]}";48.8847871482, 2.35863428738
689;CP000073;;75002;1;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Rues Réaumur / Petits Carreaux;;2016-08-10T12:00:00+02:00;2017-05-12T04:00:00+02:00;RESTREINTE;Réduction de la circulation selon phasage;2;2;;Esri_Anonymous;2016-12-22T11:54:39+01:00;Esri_Anonymous;2017-03-13T12:52:26+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.346702140365205, 48.86755519633301], [2.347204867213918, 48.86744550709044], [2.347159278383258, 48.86734174946396], [2.346519128264463, 48.86748043225256], [2.346702140365205, 48.86755519633301]]]}";48.8674540229, 2.34689371374
643;CP000067;;75001;1;3;Ritz;REHABILITATION_IMMEUBLE;;38-40 rue Cambon;;2016-03-13T02:00:00+01:00;2017-07-31T04:00:00+02:00;RESTREINTE;Maintien de 3,5m de circulation;2;2;;Esri_Anonymous;2016-12-22T11:12:10+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.327626339797475, 48.86905745155283], [2.327359876950489, 48.8687430475847], [2.327360856173311, 48.868737103929284], [2.327348139829388, 48.86874417145536], [2.32730644806598, 48.86876059388826], [2.327549651320321, 48.86906058932137], [2.327626339797475, 48.86905745155283]]]}";48.8689085394, 2.32746355502
2193;CP000244;;75016;4;2;Eau de Paris;ENTRETIEN_RESEAU;Changement de conduites;Place de Varsovie;;2017-04-10T04:00:00+02:00;2017-12-15T03:00:00+01:00;RESTREINTE;Maintien de 2 files au niveau des îlots centraux sens av de Nations Unies vers pont d'Iéna;2;1;;Esri_Anonymous;2017-03-14T17:34:41+01:00;Esri_Anonymous;2017-03-14T17:39:48+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2907619951573652, 48.860416819169906], [2.2908837771777772, 48.86047821937866], [2.291007695178986, 48.86038258151688], [2.290718247073085, 48.86031899794871], [2.290716427722395, 48.860320177011054], [2.2907619951573652, 48.860416819169906]]]}";48.8603953949, 2.29085241834
1297;CP000178;;75016;4;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Création d'îlots;Place de Barcelone;au niveau av de Versailles et rue Mirabeau;2017-01-23T04:00:00+01:00;2017-03-31T08:00:00+02:00;RESTREINTE;Maintien d'une file de circulation sauf pour rue Mirabeau mise en impasse les 14 et 15/03 entre Roucher et Barcelone;2;2;;Esri_Anonymous;2017-01-17T12:24:48+01:00;Esri_Anonymous;2017-02-13T15:04:58+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.273712179776755, 48.847271124109035], [2.273596636344551, 48.84715382335087], [2.273351119976769, 48.84717850757389], [2.273237401934193, 48.84731821154707], [2.273193238011146, 48.847511879038045], [2.273208432300388, 48.8475857382669], [2.273497522941477, 48.84766840018549], [2.273789213011014, 48.84769396652459], [2.273963323351222, 48.84761887661026], [2.273869295012729, 48.847510035754766], [2.273735699429655, 48.8476531890956], [2.273510589728184, 48.84763635507043], [2.273286210152512, 48.84756717384408], [2.273279994742522, 48.84749574888826], [2.273303832300446, 48.847337651959535], [2.2734019191159422, 48.84728470752013], [2.273712179776755, 48.847271124109035]]]}";48.8474234028, 2.27350316486
977;CP000156;;75010;6;1;Ville de Paris;TRAVAUX_OUVRAGE;;Rue du Château Landon;;2016-11-22T03:00:00+01:00;2017-05-26T06:00:00+02:00;RESTREINTE;Neutralisation de la file de tourne à gauche;2;2;;Esri_Anonymous;2016-12-26T15:15:00+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.363119375393642, 48.88206177904278], [2.363247409763797, 48.88199167114766], [2.3631340964964362, 48.88189053508083], [2.363086041555236, 48.88191109982165], [2.363069909530726, 48.8819026862079], [2.363038408557716, 48.88189716400895], [2.36302122111351, 48.881901237360594], [2.363006711126295, 48.8819077036821], [2.362994869949822, 48.88191715828463], [2.362989305403647, 48.88192962126441], [2.362988257245102, 48.88194151291818], [2.362993581686897, 48.88194867922652], [2.363119375393642, 48.88206177904278]]]}";48.8819682608, 2.36311289328
948;CP000149;;75019;6;2;SNCF/RFF;TRAVAUX_OUVRAGE;Elargissement du pont rail;Rue d'Aubervilliers / rue de l'Evangile;;2015-01-02T04:00:00+01:00;2017-10-31T03:00:00+01:00;RESTREINTE;Maintien d'une file de circulation dans chaque sens;2;2;;Esri_Anonymous;2016-12-23T15:51:12+01:00;Esri_Anonymous;2017-02-13T15:54:03+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.371478447063395, 48.89578035446573], [2.371482027132008, 48.89578275284904], [2.37196045843768, 48.895461656926535], [2.3721833342946432, 48.89523439885376], [2.371895971923844, 48.89512343692684], [2.371784519482404, 48.89523825638656], [2.371613526036313, 48.895352762421695], [2.371284891804697, 48.895671073228755], [2.371478447063395, 48.89578035446573]]]}";48.8954477297, 2.37173316209
1233;CP000174;;75014;2;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Création d'une piste cyclable dans chaque sens;Bd Arago;entre la place Denfert Rochereau et la rue de la Santé;2017-02-06T04:00:00+01:00;2017-03-31T08:00:00+02:00;RESTREINTE;Reste une file de circulation dans chaque sens;2;2;;Esri_Anonymous;2017-01-10T16:15:22+01:00;Esri_Anonymous;2017-02-13T14:57:46+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.333537263108874, 48.83427198896293], [2.333520856384639, 48.83428263962917], [2.333093856260936, 48.83459176203334], [2.34153360956216, 48.83498224854411], [2.341473006149831, 48.83462744719414], [2.333537263108874, 48.83427198896293]]]}";48.8346211769, 2.33743186505
1937;CP000226;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Création d'une liaison cyclable entre la VGP et le Bd Bourdon;Quai Henri IV / Bd Morland;;2017-03-27T06:00:00+02:00;2017-05-13T04:00:00+02:00;RESTREINTE;Fermeture de l'accès au Bd Henri Morland depuis le Quai Henri IV;2;1;;Esri_Anonymous;2017-02-28T17:36:15+01:00;Esri_Anonymous;2017-03-10T17:16:40+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.364583989297242, 48.847437685424715], [2.364684935883029, 48.84749727242397], [2.364881643007399, 48.84737484674063], [2.364959040067725, 48.84736452105557], [2.365052443561763, 48.84737575332876], [2.365121120032258, 48.84741369563712], [2.36515313035573, 48.84745681161189], [2.365181171451325, 48.84749185366969], [2.365134607496111, 48.847641918868426], [2.365329090014293, 48.84770200161409], [2.365562853445785, 48.84754219266576], [2.365466167857353, 48.847466524223066], [2.36521796037666, 48.847379505985145], [2.365121839385207, 48.84735464854529], [2.365073300859192, 48.84733291700357], [2.365028664837828, 48.8473246281647], [2.364955530084216, 48.84731887172457], [2.364927062674834, 48.8473187206168], [2.364583989297242, 48.847437685424715]]]}";48.8474994759, 2.36519089697
1377;CP000186;;75010;6;2;Eau de Paris;ENTRETIEN_RESEAU;Remplacement de conduite;Rue Louis Blanc;au débouché de la rue du Fbg St Denis;2017-01-23T05:00:00+01:00;2017-09-22T10:00:00+02:00;RESTREINTE;Carrefour modifié + neutralisation du double sens cyclable;2;2;;Esri_Anonymous;2017-01-18T16:49:03+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.359414284698598, 48.88422014801154], [2.35954708008755, 48.884130438196564], [2.359727172272134, 48.88400885896656], [2.359693175819348, 48.88398607164471], [2.359513348369408, 48.88408623744133], [2.359391241380654, 48.88404037404071], [2.359414284698598, 48.88422014801154]]]}";48.884097664, 2.3595183255
1137;CP000168;;75008;5;2;RATP;CREATION_ENTRETIEN_OUVRAGE_ART;Adaptation de la station St Lazare (L14);Rue de Rome;au niveau du parvis de la Gare St Lazare;2017-02-15T02:00:00+01:00;2017-06-30T10:00:00+02:00;RESTREINTE;Voie bus neutralisée;2;2;;Esri_Anonymous;2017-01-06T15:56:54+01:00;Esri_Anonymous;2017-02-13T16:15:34+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.324142355476218, 48.875446175515286], [2.324069980628383, 48.875463613343435], [2.323880104075623, 48.87577901463815], [2.32398449676345, 48.87579626085592], [2.324130730604189, 48.87550797717602], [2.32413254972883, 48.87550679762201], [2.324109350193894, 48.87548763033704], [2.324142355476218, 48.875446175515286]]]}";48.8756359059, 2.32401571678
1089;CP000164;;75008;5;2;ENEDIS;CREATION_RESEAUX;;rue Quentin Bauchart;du n°29 au n°24;2017-01-09T04:00:00+01:00;2017-01-10T04:00:00+01:00;RESTREINTE;circulation réduite à 3.00m;2;4;;Esri_Anonymous;2016-12-29T14:43:44+01:00;CHANTIERP;2017-02-13T11:40:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.302327322414404, 48.87112026162143], [2.3023433297374982, 48.87113701167613], [2.3024094419733903, 48.87111598091311], [2.302393434623455, 48.871099231766166], [2.302392516243487, 48.87110041624614], [2.302327322414404, 48.87112026162143]]]}";48.8711183611, 2.30236832548
1505;CP000196;;75008;5;2;EOLE;TRAVAUX_PREPARATOIRES;Rabattement de nappe;Rue Joseph Sansboeuf;;2016-07-04T08:00:00+02:00;2017-04-28T08:00:00+02:00;RESTREINTE;Maintien de 4m de circulation - Neutralisation du stationnement;2;2;;Esri_Anonymous;2017-01-27T16:02:43+01:00;CHANTIERP;2017-02-13T11:44:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.322950217509214, 48.87566955619783], [2.322999115474289, 48.87565436592544], [2.322977466226476, 48.8752384252712], [2.322921539522954, 48.87523929877918], [2.322950217509214, 48.87566955619783]]]}";48.8754463177, 2.32296168229
1457;CP000192;;75013;8;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;Bd de l'Hôpital;à l'angle avec la rue Jenner;2017-03-13T04:00:00+01:00;2017-04-28T08:00:00+02:00;RESTREINTE;Une file neutralisée;2;2;;Esri_Anonymous;2017-01-25T16:22:21+01:00;Esri_Anonymous;2017-03-13T17:52:25+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.359615644583282, 48.83651375870859], [2.359603248784472, 48.836495846210205], [2.359387817259398, 48.83657321812643], [2.359469346791315, 48.83668549547895], [2.359496467024551, 48.83667850153239], [2.359466677765337, 48.83660933451478], [2.359490647821279, 48.83656544067387], [2.359615644583282, 48.83651375870859]]]}";48.8365821728, 2.35947884551
321;CP000022;;75009;1;2;CPCU;INSPECTION_SONDAGE_RESEAU;;Rue de la TRINITE;entre la rue Blanche et la rue de Clichy;2017-02-03T04:00:00+01:00;2017-03-24T04:00:00+01:00;RESTREINTE;Reste une file de circulation de 3,50 m - fermeture de la voie ponctuellement entre 9h et 17h;2;2;;Esri_Anonymous;2016-12-14T17:02:19+01:00;CHANTIERP;2017-02-13T11:41:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.330544844815952, 48.87759774193261], [2.330869821396234, 48.8776532644817], [2.331015061296757, 48.87775611577438], [2.331193557377522, 48.8778054479343], [2.331445882179632, 48.87781222818158], [2.331535785272731, 48.877785877854514], [2.331844481099438, 48.877841305925315], [2.331894709228732, 48.87773417587324], [2.331463750633456, 48.87768880597646], [2.331300296524153, 48.87773622786476], [2.331072949015716, 48.87768662289884], [2.330992360709139, 48.87762172613903], [2.33056167993946, 48.87755487209004], [2.330577755769187, 48.877571073593806], [2.330544844815952, 48.87759774193261]]]}";48.8777246929, 2.33129977672
808;CP000104;;75010;6;1;EdP - SAP;ENTRETIEN_RESEAU;Renouvellement de conduite;2-10 rue Philippe de Girard;;2016-05-23T10:00:00+02:00;2017-03-31T06:00:00+02:00;IMPASSE;entre La Fayette et Aqueduc;1;4;;Esri_Anonymous;2016-12-22T16:56:41+01:00;Esri_Anonymous;2017-03-03T16:52:03+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.361798709423346, 48.881333297618106], [2.361947490296871, 48.8814102342174], [2.361954709360103, 48.88126274477602], [2.361848519771089, 48.88124314357613], [2.361836996668533, 48.881300189621804], [2.361798709423346, 48.881333297618106]]]}";48.8813191135, 2.36189333133
1986;CP000227;;75013;8;1;DVD;REAMENAGEMENT_VOIRIE;Création de piste cyclables;boulevard Arago;Entre le Boulevard de port royal et la rue de la Santé;2017-01-23T02:00:00+01:00;2017-03-31T04:00:00+02:00;RESTREINTE;Neutralisation de la voie Bus;2;2;;Esri_Anonymous;2017-03-01T14:33:55+01:00;Esri_Anonymous;2017-03-01T14:33:55+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.351146453468394, 48.83638405012095], [2.346316971603342, 48.83483246942684], [2.341600705180736, 48.83464548015268], [2.341726388002811, 48.835000639610044], [2.346036069817115, 48.83517466113389], [2.350801696891175, 48.8366292330172], [2.351146453468394, 48.83638405012095]]]}";48.8353547862, 2.34640310489
